,n_genes,dataset
do20168,3406,snRNAseq2
do20169,1130,snRNAseq2
do20170,2159,snRNAseq2
do20171,3270,snRNAseq2
do20172,4866,snRNAseq2
do20173,5249,snRNAseq2
do20174,2668,snRNAseq2
do20183,3170,snRNAseq2
do20184,2222,snRNAseq2
do20185,1339,snRNAseq2
do20186,2902,snRNAseq2
do20187,4537,snRNAseq2
do20188,2235,snRNAseq2
do20189,4292,snRNAseq2
do20190,4838,snRNAseq2
do20199,4085,snRNAseq2
do20200,2822,snRNAseq2
do20201,3607,snRNAseq2
do20202,1509,snRNAseq2
do20203,4981,snRNAseq2
do20204,1006,snRNAseq2
do20205,4422,snRNAseq2
do20206,4899,snRNAseq2
do20215,1581,snRNAseq2
do20216,2217,snRNAseq2
do20217,1657,snRNAseq2
do20218,2113,snRNAseq2
do20219,4448,snRNAseq2
do20220,5023,snRNAseq2
do20221,4911,snRNAseq2
do20222,1550,snRNAseq2
do20231,3137,snRNAseq2
do20232,3621,snRNAseq2
do20233,2961,snRNAseq2
do20234,3195,snRNAseq2
do20235,4265,snRNAseq2
do20236,4318,snRNAseq2
do20237,3569,snRNAseq2
do20238,4124,snRNAseq2
do20247,2622,snRNAseq2
do20248,2672,snRNAseq2
do20249,1527,snRNAseq2
do20250,2003,snRNAseq2
do20251,1069,snRNAseq2
do20252,2465,snRNAseq2
do20253,3575,snRNAseq2
do20254,1259,snRNAseq2
do20263,2164,snRNAseq2
do20264,1627,snRNAseq2
do20265,2034,snRNAseq2
do20266,2967,snRNAseq2
do20267,4065,snRNAseq2
do20268,4728,snRNAseq2
do20269,3411,snRNAseq2
do20270,4159,snRNAseq2
ID-SNI-634-10-A,3364,snRNAseq2
ID-SNI-634-10-B,3513,snRNAseq2
ID-SNI-634-10-C,2470,snRNAseq2
ID-SNI-634-10-D,3792,snRNAseq2
ID-SNI-634-10-E,6630,snRNAseq2
ID-SNI-634-10-F,6112,snRNAseq2
ID-SNI-634-10-G,6388,snRNAseq2
ID-SNI-634-10-H,5706,snRNAseq2
ID-SNI-634-11-A,4149,snRNAseq2
ID-SNI-634-11-B,3649,snRNAseq2
ID-SNI-634-11-C,4074,snRNAseq2
ID-SNI-634-11-D,4861,snRNAseq2
ID-SNI-634-11-E,6445,snRNAseq2
ID-SNI-634-11-F,6349,snRNAseq2
ID-SNI-634-11-G,7332,snRNAseq2
ID-SNI-634-11-H,6023,snRNAseq2
ID-SNI-634-12-A,3220,snRNAseq2
ID-SNI-634-12-B,4897,snRNAseq2
ID-SNI-634-12-C,3785,snRNAseq2
ID-SNI-634-12-D,4228,snRNAseq2
ID-SNI-634-12-E,7095,snRNAseq2
ID-SNI-634-12-F,6026,snRNAseq2
ID-SNI-634-12-G,6450,snRNAseq2
ID-SNI-634-12-H,5365,snRNAseq2
ID-SNI-634-13-A,3274,snRNAseq2
ID-SNI-634-13-B,3631,snRNAseq2
ID-SNI-634-13-C,2757,snRNAseq2
ID-SNI-634-13-D,3608,snRNAseq2
ID-SNI-634-13-E,4499,snRNAseq2
ID-SNI-634-13-F,4009,snRNAseq2
ID-SNI-634-13-G,2963,snRNAseq2
ID-SNI-634-13-H,4071,snRNAseq2
ID-SNI-634-14-A,2000,snRNAseq2
ID-SNI-634-14-B,3123,snRNAseq2
ID-SNI-634-14-C,3272,snRNAseq2
ID-SNI-634-14-D,3751,snRNAseq2
ID-SNI-634-14-E,5049,snRNAseq2
ID-SNI-634-14-F,5533,snRNAseq2
ID-SNI-634-14-G,5061,snRNAseq2
ID-SNI-634-14-H,6297,snRNAseq2
ID-SNI-634-15-A,2866,snRNAseq2
ID-SNI-634-15-B,2775,snRNAseq2
ID-SNI-634-15-C,3731,snRNAseq2
ID-SNI-634-15-D,4083,snRNAseq2
ID-SNI-634-15-E,4997,snRNAseq2
ID-SNI-634-15-F,5722,snRNAseq2
ID-SNI-634-15-G,5100,snRNAseq2
ID-SNI-634-15-H,5661,snRNAseq2
ID-SNI-634-16-A,3683,snRNAseq2
ID-SNI-634-16-B,2703,snRNAseq2
ID-SNI-634-16-C,4675,snRNAseq2
ID-SNI-634-16-D,3254,snRNAseq2
ID-SNI-634-16-E,5567,snRNAseq2
ID-SNI-634-16-F,4309,snRNAseq2
ID-SNI-634-16-G,5487,snRNAseq2
ID-SNI-634-16-H,3678,snRNAseq2
ID-SNI-634-17-A,3350,snRNAseq2
ID-SNI-634-17-B,2715,snRNAseq2
ID-SNI-634-17-C,3190,snRNAseq2
ID-SNI-634-17-D,2354,snRNAseq2
ID-SNI-634-17-E,5441,snRNAseq2
ID-SNI-634-17-F,5828,snRNAseq2
ID-SNI-634-17-G,5754,snRNAseq2
ID-SNI-634-17-H,4967,snRNAseq2
ID-SNI-634-18-A,3970,snRNAseq2
ID-SNI-634-18-B,3089,snRNAseq2
ID-SNI-634-18-C,3642,snRNAseq2
ID-SNI-634-18-D,4522,snRNAseq2
ID-SNI-634-18-E,5001,snRNAseq2
ID-SNI-634-18-F,5303,snRNAseq2
ID-SNI-634-18-G,4947,snRNAseq2
ID-SNI-634-18-H,5340,snRNAseq2
ID-SNI-634-19-A,3343,snRNAseq2
ID-SNI-634-19-B,3273,snRNAseq2
ID-SNI-634-19-C,4393,snRNAseq2
ID-SNI-634-19-D,3668,snRNAseq2
ID-SNI-634-19-E,4095,snRNAseq2
ID-SNI-634-19-F,5132,snRNAseq2
ID-SNI-634-19-G,6000,snRNAseq2
ID-SNI-634-19-H,3000,snRNAseq2
ID-SNI-634-1-A,2884,snRNAseq2
ID-SNI-634-1-B,2910,snRNAseq2
ID-SNI-634-1-C,1830,snRNAseq2
ID-SNI-634-1-D,3134,snRNAseq2
ID-SNI-634-1-E,5308,snRNAseq2
ID-SNI-634-1-F,2334,snRNAseq2
ID-SNI-634-1-G,6042,snRNAseq2
ID-SNI-634-1-H,5046,snRNAseq2
ID-SNI-634-20-A,3821,snRNAseq2
ID-SNI-634-20-B,3864,snRNAseq2
ID-SNI-634-20-C,3761,snRNAseq2
ID-SNI-634-20-D,4405,snRNAseq2
ID-SNI-634-20-E,5647,snRNAseq2
ID-SNI-634-20-F,5693,snRNAseq2
ID-SNI-634-20-G,5607,snRNAseq2
ID-SNI-634-20-H,6765,snRNAseq2
ID-SNI-634-21-A,3571,snRNAseq2
ID-SNI-634-21-B,4282,snRNAseq2
ID-SNI-634-21-C,4104,snRNAseq2
ID-SNI-634-21-D,4121,snRNAseq2
ID-SNI-634-21-E,5805,snRNAseq2
ID-SNI-634-21-F,5005,snRNAseq2
ID-SNI-634-21-G,6422,snRNAseq2
ID-SNI-634-21-H,5110,snRNAseq2
ID-SNI-634-22-A,4010,snRNAseq2
ID-SNI-634-22-B,2259,snRNAseq2
ID-SNI-634-22-C,4513,snRNAseq2
ID-SNI-634-22-D,4396,snRNAseq2
ID-SNI-634-22-E,5724,snRNAseq2
ID-SNI-634-22-F,6087,snRNAseq2
ID-SNI-634-22-G,5580,snRNAseq2
ID-SNI-634-22-H,5463,snRNAseq2
ID-SNI-634-23-A,3005,snRNAseq2
ID-SNI-634-23-B,4151,snRNAseq2
ID-SNI-634-23-C,4125,snRNAseq2
ID-SNI-634-23-D,5132,snRNAseq2
ID-SNI-634-23-E,6220,snRNAseq2
ID-SNI-634-23-F,6036,snRNAseq2
ID-SNI-634-23-G,5619,snRNAseq2
ID-SNI-634-23-H,5617,snRNAseq2
ID-SNI-634-24-A,3763,snRNAseq2
ID-SNI-634-24-B,3079,snRNAseq2
ID-SNI-634-24-C,4796,snRNAseq2
ID-SNI-634-24-D,2875,snRNAseq2
ID-SNI-634-24-E,5577,snRNAseq2
ID-SNI-634-24-F,5776,snRNAseq2
ID-SNI-634-24-G,5600,snRNAseq2
ID-SNI-634-24-H,5787,snRNAseq2
ID-SNI-634-2-A,4089,snRNAseq2
ID-SNI-634-2-B,3344,snRNAseq2
ID-SNI-634-2-C,4074,snRNAseq2
ID-SNI-634-2-D,3341,snRNAseq2
ID-SNI-634-2-E,6747,snRNAseq2
ID-SNI-634-2-F,6330,snRNAseq2
ID-SNI-634-2-G,6146,snRNAseq2
ID-SNI-634-2-H,5677,snRNAseq2
ID-SNI-634-3-A,3580,snRNAseq2
ID-SNI-634-3-B,3360,snRNAseq2
ID-SNI-634-3-C,1758,snRNAseq2
ID-SNI-634-3-D,4158,snRNAseq2
ID-SNI-634-3-E,4798,snRNAseq2
ID-SNI-634-3-F,5936,snRNAseq2
ID-SNI-634-3-G,5615,snRNAseq2
ID-SNI-634-3-H,5248,snRNAseq2
ID-SNI-634-4-A,2565,snRNAseq2
ID-SNI-634-4-B,2637,snRNAseq2
ID-SNI-634-4-C,3418,snRNAseq2
ID-SNI-634-4-D,3709,snRNAseq2
ID-SNI-634-4-E,3993,snRNAseq2
ID-SNI-634-4-F,5448,snRNAseq2
ID-SNI-634-4-G,6084,snRNAseq2
ID-SNI-634-4-H,2690,snRNAseq2
ID-SNI-634-5-A,3491,snRNAseq2
ID-SNI-634-5-B,2841,snRNAseq2
ID-SNI-634-5-C,3239,snRNAseq2
ID-SNI-634-5-D,3509,snRNAseq2
ID-SNI-634-5-E,5305,snRNAseq2
ID-SNI-634-5-F,5157,snRNAseq2
ID-SNI-634-5-G,5067,snRNAseq2
ID-SNI-634-5-H,5020,snRNAseq2
ID-SNI-634-6-A,3582,snRNAseq2
ID-SNI-634-6-B,3357,snRNAseq2
ID-SNI-634-6-C,4576,snRNAseq2
ID-SNI-634-6-D,4205,snRNAseq2
ID-SNI-634-6-E,6997,snRNAseq2
ID-SNI-634-6-F,5928,snRNAseq2
ID-SNI-634-6-G,3896,snRNAseq2
ID-SNI-634-6-H,6079,snRNAseq2
ID-SNI-634-7-A,3940,snRNAseq2
ID-SNI-634-7-B,3330,snRNAseq2
ID-SNI-634-7-C,3902,snRNAseq2
ID-SNI-634-7-D,3060,snRNAseq2
ID-SNI-634-7-E,8051,snRNAseq2
ID-SNI-634-7-F,5573,snRNAseq2
ID-SNI-634-7-G,6703,snRNAseq2
ID-SNI-634-7-H,4329,snRNAseq2
ID-SNI-634-8-A,3696,snRNAseq2
ID-SNI-634-8-B,3218,snRNAseq2
ID-SNI-634-8-C,3567,snRNAseq2
ID-SNI-634-8-D,4128,snRNAseq2
ID-SNI-634-8-E,6868,snRNAseq2
ID-SNI-634-8-F,5652,snRNAseq2
ID-SNI-634-8-G,5774,snRNAseq2
ID-SNI-634-8-H,6200,snRNAseq2
ID-SNI-634-9-A,3254,snRNAseq2
ID-SNI-634-9-B,1800,snRNAseq2
ID-SNI-634-9-C,2389,snRNAseq2
ID-SNI-634-9-D,3920,snRNAseq2
ID-SNI-634-9-E,5394,snRNAseq2
ID-SNI-634-9-F,6401,snRNAseq2
ID-SNI-634-9-G,4950,snRNAseq2
ID-SNI-634-9-H,5608,snRNAseq2
ID-SNI-635-10-A,2374,snRNAseq2
ID-SNI-635-10-B,3345,snRNAseq2
ID-SNI-635-10-C,3659,snRNAseq2
ID-SNI-635-10-D,3696,snRNAseq2
ID-SNI-635-10-E,3723,snRNAseq2
ID-SNI-635-10-F,5434,snRNAseq2
ID-SNI-635-10-G,3860,snRNAseq2
ID-SNI-635-10-H,5764,snRNAseq2
ID-SNI-635-11-A,3899,snRNAseq2
ID-SNI-635-11-B,2819,snRNAseq2
ID-SNI-635-11-C,4595,snRNAseq2
ID-SNI-635-11-D,3839,snRNAseq2
ID-SNI-635-11-E,6325,snRNAseq2
ID-SNI-635-11-F,5769,snRNAseq2
ID-SNI-635-11-G,7002,snRNAseq2
ID-SNI-635-11-H,4985,snRNAseq2
ID-SNI-635-12-A,2815,snRNAseq2
ID-SNI-635-12-B,2100,snRNAseq2
ID-SNI-635-12-C,3348,snRNAseq2
ID-SNI-635-12-D,2838,snRNAseq2
ID-SNI-635-12-E,4537,snRNAseq2
ID-SNI-635-12-F,5750,snRNAseq2
ID-SNI-635-12-G,5109,snRNAseq2
ID-SNI-635-12-H,6305,snRNAseq2
ID-SNI-635-13-A,4000,snRNAseq2
ID-SNI-635-13-B,2754,snRNAseq2
ID-SNI-635-13-C,5558,snRNAseq2
ID-SNI-635-13-D,3654,snRNAseq2
ID-SNI-635-13-E,6272,snRNAseq2
ID-SNI-635-13-F,6157,snRNAseq2
ID-SNI-635-13-G,5708,snRNAseq2
ID-SNI-635-13-H,5397,snRNAseq2
ID-SNI-635-14-A,4350,snRNAseq2
ID-SNI-635-14-B,3560,snRNAseq2
ID-SNI-635-14-C,5150,snRNAseq2
ID-SNI-635-14-D,4475,snRNAseq2
ID-SNI-635-14-E,6575,snRNAseq2
ID-SNI-635-14-F,6182,snRNAseq2
ID-SNI-635-14-G,6665,snRNAseq2
ID-SNI-635-14-H,6130,snRNAseq2
ID-SNI-635-15-A,3776,snRNAseq2
ID-SNI-635-15-B,4091,snRNAseq2
ID-SNI-635-15-C,5331,snRNAseq2
ID-SNI-635-15-D,5856,snRNAseq2
ID-SNI-635-15-E,7253,snRNAseq2
ID-SNI-635-15-F,5407,snRNAseq2
ID-SNI-635-15-G,6041,snRNAseq2
ID-SNI-635-15-H,5639,snRNAseq2
ID-SNI-635-16-A,4682,snRNAseq2
ID-SNI-635-16-B,3510,snRNAseq2
ID-SNI-635-16-C,6656,snRNAseq2
ID-SNI-635-16-D,3789,snRNAseq2
ID-SNI-635-16-E,6597,snRNAseq2
ID-SNI-635-16-F,6098,snRNAseq2
ID-SNI-635-16-G,7499,snRNAseq2
ID-SNI-635-16-H,5804,snRNAseq2
ID-SNI-635-17-A,3416,snRNAseq2
ID-SNI-635-17-B,3231,snRNAseq2
ID-SNI-635-17-C,4595,snRNAseq2
ID-SNI-635-17-D,3168,snRNAseq2
ID-SNI-635-17-E,3764,snRNAseq2
ID-SNI-635-17-F,6296,snRNAseq2
ID-SNI-635-17-G,6367,snRNAseq2
ID-SNI-635-17-H,4749,snRNAseq2
ID-SNI-635-18-A,3633,snRNAseq2
ID-SNI-635-18-B,3634,snRNAseq2
ID-SNI-635-18-C,4872,snRNAseq2
ID-SNI-635-18-D,4158,snRNAseq2
ID-SNI-635-18-E,6686,snRNAseq2
ID-SNI-635-18-F,6961,snRNAseq2
ID-SNI-635-18-G,5926,snRNAseq2
ID-SNI-635-18-H,6423,snRNAseq2
ID-SNI-635-19-A,5097,snRNAseq2
ID-SNI-635-19-B,2833,snRNAseq2
ID-SNI-635-19-C,5817,snRNAseq2
ID-SNI-635-19-D,4816,snRNAseq2
ID-SNI-635-19-E,7029,snRNAseq2
ID-SNI-635-19-F,4401,snRNAseq2
ID-SNI-635-19-G,6979,snRNAseq2
ID-SNI-635-19-H,6557,snRNAseq2
ID-SNI-635-1-A,3113,snRNAseq2
ID-SNI-635-1-B,2261,snRNAseq2
ID-SNI-635-1-C,2625,snRNAseq2
ID-SNI-635-1-D,4134,snRNAseq2
ID-SNI-635-1-E,4666,snRNAseq2
ID-SNI-635-1-F,4101,snRNAseq2
ID-SNI-635-1-G,5654,snRNAseq2
ID-SNI-635-1-H,4021,snRNAseq2
ID-SNI-635-20-A,4446,snRNAseq2
ID-SNI-635-20-B,3725,snRNAseq2
ID-SNI-635-20-C,5728,snRNAseq2
ID-SNI-635-20-D,5776,snRNAseq2
ID-SNI-635-20-E,7377,snRNAseq2
ID-SNI-635-20-F,6579,snRNAseq2
ID-SNI-635-20-G,6410,snRNAseq2
ID-SNI-635-20-H,7860,snRNAseq2
ID-SNI-635-21-A,3212,snRNAseq2
ID-SNI-635-21-B,3949,snRNAseq2
ID-SNI-635-21-C,4322,snRNAseq2
ID-SNI-635-21-D,4761,snRNAseq2
ID-SNI-635-21-E,6244,snRNAseq2
ID-SNI-635-21-F,5770,snRNAseq2
ID-SNI-635-21-G,3531,snRNAseq2
ID-SNI-635-21-H,4902,snRNAseq2
ID-SNI-635-22-A,4519,snRNAseq2
ID-SNI-635-22-B,4120,snRNAseq2
ID-SNI-635-22-C,5366,snRNAseq2
ID-SNI-635-22-D,5339,snRNAseq2
ID-SNI-635-22-E,5496,snRNAseq2
ID-SNI-635-22-F,4565,snRNAseq2
ID-SNI-635-22-G,4623,snRNAseq2
ID-SNI-635-22-H,6819,snRNAseq2
ID-SNI-635-23-A,4013,snRNAseq2
ID-SNI-635-23-B,2958,snRNAseq2
ID-SNI-635-23-C,5045,snRNAseq2
ID-SNI-635-23-D,6418,snRNAseq2
ID-SNI-635-23-E,5249,snRNAseq2
ID-SNI-635-23-F,5894,snRNAseq2
ID-SNI-635-23-G,7024,snRNAseq2
ID-SNI-635-23-H,5809,snRNAseq2
ID-SNI-635-24-A,2500,snRNAseq2
ID-SNI-635-24-B,3730,snRNAseq2
ID-SNI-635-24-C,4218,snRNAseq2
ID-SNI-635-24-D,4523,snRNAseq2
ID-SNI-635-24-E,7293,snRNAseq2
ID-SNI-635-24-F,5759,snRNAseq2
ID-SNI-635-24-G,5831,snRNAseq2
ID-SNI-635-24-H,6454,snRNAseq2
ID-SNI-635-2-A,3603,snRNAseq2
ID-SNI-635-2-B,3802,snRNAseq2
ID-SNI-635-2-C,4030,snRNAseq2
ID-SNI-635-2-D,3718,snRNAseq2
ID-SNI-635-2-E,5799,snRNAseq2
ID-SNI-635-2-F,4055,snRNAseq2
ID-SNI-635-2-G,5925,snRNAseq2
ID-SNI-635-2-H,4715,snRNAseq2
ID-SNI-635-3-A,3192,snRNAseq2
ID-SNI-635-3-B,2930,snRNAseq2
ID-SNI-635-3-C,2026,snRNAseq2
ID-SNI-635-3-D,3522,snRNAseq2
ID-SNI-635-3-E,5291,snRNAseq2
ID-SNI-635-3-F,4846,snRNAseq2
ID-SNI-635-3-G,5131,snRNAseq2
ID-SNI-635-3-H,4684,snRNAseq2
ID-SNI-635-4-A,3182,snRNAseq2
ID-SNI-635-4-B,2522,snRNAseq2
ID-SNI-635-4-C,3767,snRNAseq2
ID-SNI-635-4-D,3408,snRNAseq2
ID-SNI-635-4-E,5411,snRNAseq2
ID-SNI-635-4-F,5059,snRNAseq2
ID-SNI-635-4-G,5686,snRNAseq2
ID-SNI-635-4-H,5291,snRNAseq2
ID-SNI-635-5-A,2351,snRNAseq2
ID-SNI-635-5-B,2810,snRNAseq2
ID-SNI-635-5-C,3133,snRNAseq2
ID-SNI-635-5-D,2452,snRNAseq2
ID-SNI-635-5-E,5915,snRNAseq2
ID-SNI-635-5-F,4533,snRNAseq2
ID-SNI-635-5-G,5692,snRNAseq2
ID-SNI-635-5-H,4810,snRNAseq2
ID-SNI-635-6-A,2928,snRNAseq2
ID-SNI-635-6-B,1830,snRNAseq2
ID-SNI-635-6-C,2542,snRNAseq2
ID-SNI-635-6-D,4044,snRNAseq2
ID-SNI-635-6-E,5441,snRNAseq2
ID-SNI-635-6-F,5598,snRNAseq2
ID-SNI-635-6-G,5935,snRNAseq2
ID-SNI-635-6-H,6057,snRNAseq2
ID-SNI-635-7-A,4306,snRNAseq2
ID-SNI-635-7-B,4474,snRNAseq2
ID-SNI-635-7-C,3477,snRNAseq2
ID-SNI-635-7-D,4101,snRNAseq2
ID-SNI-635-7-E,5689,snRNAseq2
ID-SNI-635-7-F,4060,snRNAseq2
ID-SNI-635-7-G,6322,snRNAseq2
ID-SNI-635-7-H,5460,snRNAseq2
ID-SNI-635-8-A,3684,snRNAseq2
ID-SNI-635-8-B,3480,snRNAseq2
ID-SNI-635-8-C,4717,snRNAseq2
ID-SNI-635-8-D,3958,snRNAseq2
ID-SNI-635-8-E,6208,snRNAseq2
ID-SNI-635-8-F,5690,snRNAseq2
ID-SNI-635-8-G,6113,snRNAseq2
ID-SNI-635-8-H,6542,snRNAseq2
ID-SNI-635-9-A,3098,snRNAseq2
ID-SNI-635-9-B,2336,snRNAseq2
ID-SNI-635-9-C,1951,snRNAseq2
ID-SNI-635-9-D,2141,snRNAseq2
ID-SNI-635-9-E,4860,snRNAseq2
ID-SNI-635-9-F,4487,snRNAseq2
ID-SNI-635-9-G,4323,snRNAseq2
ID-SNI-635-9-H,4713,snRNAseq2
ID-SNI-626-10-A,637,snRNAseq2
ID-SNI-626-10-B,656,snRNAseq2
ID-SNI-626-10-C,2122,snRNAseq2
ID-SNI-626-10-D,1960,snRNAseq2
ID-SNI-626-10-E,1914,snRNAseq2
ID-SNI-626-10-F,4173,snRNAseq2
ID-SNI-626-10-G,2161,snRNAseq2
ID-SNI-626-10-H,4139,snRNAseq2
ID-SNI-626-11-A,582,snRNAseq2
ID-SNI-626-11-B,1972,snRNAseq2
ID-SNI-626-11-C,1165,snRNAseq2
ID-SNI-626-11-D,1756,snRNAseq2
ID-SNI-626-11-E,2948,snRNAseq2
ID-SNI-626-11-F,4370,snRNAseq2
ID-SNI-626-11-G,2014,snRNAseq2
ID-SNI-626-11-H,4612,snRNAseq2
ID-SNI-626-12-A,561,snRNAseq2
ID-SNI-626-12-B,1906,snRNAseq2
ID-SNI-626-12-C,2132,snRNAseq2
ID-SNI-626-12-D,2372,snRNAseq2
ID-SNI-626-12-E,4428,snRNAseq2
ID-SNI-626-12-F,1836,snRNAseq2
ID-SNI-626-12-G,4446,snRNAseq2
ID-SNI-626-12-H,3427,snRNAseq2
ID-SNI-626-13-A,803,snRNAseq2
ID-SNI-626-13-B,1314,snRNAseq2
ID-SNI-626-13-C,2744,snRNAseq2
ID-SNI-626-13-D,1577,snRNAseq2
ID-SNI-626-13-E,2590,snRNAseq2
ID-SNI-626-13-F,2689,snRNAseq2
ID-SNI-626-13-G,3675,snRNAseq2
ID-SNI-626-13-H,3841,snRNAseq2
ID-SNI-626-14-A,614,snRNAseq2
ID-SNI-626-14-B,1484,snRNAseq2
ID-SNI-626-14-C,1265,snRNAseq2
ID-SNI-626-14-D,1642,snRNAseq2
ID-SNI-626-14-E,3614,snRNAseq2
ID-SNI-626-14-F,2141,snRNAseq2
ID-SNI-626-14-G,4344,snRNAseq2
ID-SNI-626-14-H,3280,snRNAseq2
ID-SNI-626-15-A,443,snRNAseq2
ID-SNI-626-15-B,1585,snRNAseq2
ID-SNI-626-15-C,1326,snRNAseq2
ID-SNI-626-15-D,1538,snRNAseq2
ID-SNI-626-15-E,3582,snRNAseq2
ID-SNI-626-15-F,3382,snRNAseq2
ID-SNI-626-15-G,3426,snRNAseq2
ID-SNI-626-15-H,1748,snRNAseq2
ID-SNI-626-16-A,902,snRNAseq2
ID-SNI-626-16-B,1661,snRNAseq2
ID-SNI-626-16-C,2148,snRNAseq2
ID-SNI-626-16-D,2350,snRNAseq2
ID-SNI-626-16-E,3702,snRNAseq2
ID-SNI-626-16-F,4348,snRNAseq2
ID-SNI-626-16-G,4693,snRNAseq2
ID-SNI-626-16-H,3215,snRNAseq2
ID-SNI-626-17-A,469,snRNAseq2
ID-SNI-626-17-B,1646,snRNAseq2
ID-SNI-626-17-C,992,snRNAseq2
ID-SNI-626-17-D,1343,snRNAseq2
ID-SNI-626-17-E,1393,snRNAseq2
ID-SNI-626-17-F,3854,snRNAseq2
ID-SNI-626-17-G,3660,snRNAseq2
ID-SNI-626-17-H,4370,snRNAseq2
ID-SNI-626-18-A,710,snRNAseq2
ID-SNI-626-18-B,1824,snRNAseq2
ID-SNI-626-18-C,2298,snRNAseq2
ID-SNI-626-18-D,2761,snRNAseq2
ID-SNI-626-18-E,4183,snRNAseq2
ID-SNI-626-18-F,3245,snRNAseq2
ID-SNI-626-18-G,1941,snRNAseq2
ID-SNI-626-18-H,3987,snRNAseq2
ID-SNI-626-19-A,845,snRNAseq2
ID-SNI-626-19-B,1863,snRNAseq2
ID-SNI-626-19-C,1662,snRNAseq2
ID-SNI-626-19-D,1660,snRNAseq2
ID-SNI-626-19-E,2647,snRNAseq2
ID-SNI-626-19-F,3224,snRNAseq2
ID-SNI-626-19-G,3486,snRNAseq2
ID-SNI-626-19-H,2877,snRNAseq2
ID-SNI-626-1-A,609,snRNAseq2
ID-SNI-626-1-B,346,snRNAseq2
ID-SNI-626-1-C,1033,snRNAseq2
ID-SNI-626-1-D,657,snRNAseq2
ID-SNI-626-1-E,1291,snRNAseq2
ID-SNI-626-1-F,948,snRNAseq2
ID-SNI-626-1-G,1364,snRNAseq2
ID-SNI-626-1-H,1040,snRNAseq2
ID-SNI-626-20-A,777,snRNAseq2
ID-SNI-626-20-B,1811,snRNAseq2
ID-SNI-626-20-C,2662,snRNAseq2
ID-SNI-626-20-D,2757,snRNAseq2
ID-SNI-626-20-E,3833,snRNAseq2
ID-SNI-626-20-F,1825,snRNAseq2
ID-SNI-626-20-G,3548,snRNAseq2
ID-SNI-626-20-H,4200,snRNAseq2
ID-SNI-626-21-A,573,snRNAseq2
ID-SNI-626-21-B,1161,snRNAseq2
ID-SNI-626-21-C,1481,snRNAseq2
ID-SNI-626-21-D,1513,snRNAseq2
ID-SNI-626-21-E,2843,snRNAseq2
ID-SNI-626-21-F,3155,snRNAseq2
ID-SNI-626-21-G,1875,snRNAseq2
ID-SNI-626-21-H,3600,snRNAseq2
ID-SNI-626-22-A,664,snRNAseq2
ID-SNI-626-22-B,1456,snRNAseq2
ID-SNI-626-22-C,2020,snRNAseq2
ID-SNI-626-22-D,1361,snRNAseq2
ID-SNI-626-22-E,3609,snRNAseq2
ID-SNI-626-22-F,4187,snRNAseq2
ID-SNI-626-22-G,5538,snRNAseq2
ID-SNI-626-22-H,4412,snRNAseq2
ID-SNI-626-23-A,741,snRNAseq2
ID-SNI-626-23-B,838,snRNAseq2
ID-SNI-626-23-C,1097,snRNAseq2
ID-SNI-626-23-D,3411,snRNAseq2
ID-SNI-626-23-E,3761,snRNAseq2
ID-SNI-626-23-F,1876,snRNAseq2
ID-SNI-626-23-G,2967,snRNAseq2
ID-SNI-626-23-H,4889,snRNAseq2
ID-SNI-626-24-A,750,snRNAseq2
ID-SNI-626-24-B,2787,snRNAseq2
ID-SNI-626-24-C,2347,snRNAseq2
ID-SNI-626-24-D,1872,snRNAseq2
ID-SNI-626-24-E,3415,snRNAseq2
ID-SNI-626-24-F,1559,snRNAseq2
ID-SNI-626-24-G,1836,snRNAseq2
ID-SNI-626-24-H,1743,snRNAseq2
ID-SNI-626-2-A,488,snRNAseq2
ID-SNI-626-2-B,582,snRNAseq2
ID-SNI-626-2-C,2429,snRNAseq2
ID-SNI-626-2-D,2190,snRNAseq2
ID-SNI-626-2-E,3645,snRNAseq2
ID-SNI-626-2-F,1519,snRNAseq2
ID-SNI-626-2-G,1691,snRNAseq2
ID-SNI-626-2-H,3282,snRNAseq2
ID-SNI-626-3-A,412,snRNAseq2
ID-SNI-626-3-B,1506,snRNAseq2
ID-SNI-626-3-C,910,snRNAseq2
ID-SNI-626-3-D,3159,snRNAseq2
ID-SNI-626-3-E,1406,snRNAseq2
ID-SNI-626-3-F,3450,snRNAseq2
ID-SNI-626-3-G,1600,snRNAseq2
ID-SNI-626-3-H,4139,snRNAseq2
ID-SNI-626-4-A,914,snRNAseq2
ID-SNI-626-4-B,1615,snRNAseq2
ID-SNI-626-4-C,2945,snRNAseq2
ID-SNI-626-4-D,2737,snRNAseq2
ID-SNI-626-4-E,3337,snRNAseq2
ID-SNI-626-4-F,4512,snRNAseq2
ID-SNI-626-4-G,4599,snRNAseq2
ID-SNI-626-4-H,2885,snRNAseq2
ID-SNI-626-5-A,436,snRNAseq2
ID-SNI-626-5-B,1187,snRNAseq2
ID-SNI-626-5-C,2160,snRNAseq2
ID-SNI-626-5-D,1935,snRNAseq2
ID-SNI-626-5-E,2377,snRNAseq2
ID-SNI-626-5-F,4274,snRNAseq2
ID-SNI-626-5-G,3707,snRNAseq2
ID-SNI-626-5-H,4309,snRNAseq2
ID-SNI-626-6-A,649,snRNAseq2
ID-SNI-626-6-B,1756,snRNAseq2
ID-SNI-626-6-C,2830,snRNAseq2
ID-SNI-626-6-D,2335,snRNAseq2
ID-SNI-626-6-E,3877,snRNAseq2
