,n_genes,dataset
C8.MAA100140.3_57_F.1.1,1043,tabula_muris_2018_smatseq2
D8.MAA100140.3_57_F.1.1,794,tabula_muris_2018_smatseq2
E8.MAA100140.3_57_F.1.1,4218,tabula_muris_2018_smatseq2
F8.MAA100140.3_57_F.1.1,1266,tabula_muris_2018_smatseq2
G8.MAA100140.3_57_F.1.1,8220,tabula_muris_2018_smatseq2
H8.MAA100140.3_57_F.1.1,214,tabula_muris_2018_smatseq2
C9.MAA100140.3_57_F.1.1,7564,tabula_muris_2018_smatseq2
D9.MAA100140.3_57_F.1.1,197,tabula_muris_2018_smatseq2
E9.MAA100140.3_57_F.1.1,1179,tabula_muris_2018_smatseq2
F9.MAA100140.3_57_F.1.1,7494,tabula_muris_2018_smatseq2
G9.MAA100140.3_57_F.1.1,223,tabula_muris_2018_smatseq2
H9.MAA100140.3_57_F.1.1,7379,tabula_muris_2018_smatseq2
C10.MAA100140.3_57_F.1.1,6914,tabula_muris_2018_smatseq2
D10.MAA100140.3_57_F.1.1,7078,tabula_muris_2018_smatseq2
E10.MAA100140.3_57_F.1.1,8507,tabula_muris_2018_smatseq2
F10.MAA100140.3_57_F.1.1,1172,tabula_muris_2018_smatseq2
G10.MAA100140.3_57_F.1.1,7626,tabula_muris_2018_smatseq2
H10.MAA100140.3_57_F.1.1,300,tabula_muris_2018_smatseq2
C11.MAA100140.3_57_F.1.1,7533,tabula_muris_2018_smatseq2
D11.MAA100140.3_57_F.1.1,711,tabula_muris_2018_smatseq2
E11.MAA100140.3_57_F.1.1,8360,tabula_muris_2018_smatseq2
F11.MAA100140.3_57_F.1.1,210,tabula_muris_2018_smatseq2
G11.MAA100140.3_57_F.1.1,662,tabula_muris_2018_smatseq2
H11.MAA100140.3_57_F.1.1,711,tabula_muris_2018_smatseq2
C12.MAA100140.3_57_F.1.1,1210,tabula_muris_2018_smatseq2
D12.MAA100140.3_57_F.1.1,674,tabula_muris_2018_smatseq2
E12.MAA100140.3_57_F.1.1,926,tabula_muris_2018_smatseq2
F12.MAA100140.3_57_F.1.1,245,tabula_muris_2018_smatseq2
A4.MAA100140.3_57_F.1.1,7920,tabula_muris_2018_smatseq2
B4.MAA100140.3_57_F.1.1,7211,tabula_muris_2018_smatseq2
A5.MAA100140.3_57_F.1.1,765,tabula_muris_2018_smatseq2
B5.MAA100140.3_57_F.1.1,6565,tabula_muris_2018_smatseq2
A6.MAA100140.3_57_F.1.1,7908,tabula_muris_2018_smatseq2
B6.MAA100140.3_57_F.1.1,6176,tabula_muris_2018_smatseq2
A8.MAA100140.3_57_F.1.1,4913,tabula_muris_2018_smatseq2
B8.MAA100140.3_57_F.1.1,205,tabula_muris_2018_smatseq2
A9.MAA100140.3_57_F.1.1,1124,tabula_muris_2018_smatseq2
B9.MAA100140.3_57_F.1.1,5738,tabula_muris_2018_smatseq2
A11.MAA100140.3_57_F.1.1,1255,tabula_muris_2018_smatseq2
B11.MAA100140.3_57_F.1.1,221,tabula_muris_2018_smatseq2
A12.MAA100140.3_57_F.1.1,1144,tabula_muris_2018_smatseq2
B12.MAA100140.3_57_F.1.1,757,tabula_muris_2018_smatseq2
A7.MAA100140.3_57_F.1.1,7033,tabula_muris_2018_smatseq2
B7.MAA100140.3_57_F.1.1,133,tabula_muris_2018_smatseq2
A10.MAA100140.3_57_F.1.1,259,tabula_muris_2018_smatseq2
B10.MAA100140.3_57_F.1.1,992,tabula_muris_2018_smatseq2
A2.MAA100140.3_57_F.1.1,7786,tabula_muris_2018_smatseq2
B2.MAA100140.3_57_F.1.1,6879,tabula_muris_2018_smatseq2
A3.MAA100140.3_57_F.1.1,3233,tabula_muris_2018_smatseq2
B3.MAA100140.3_57_F.1.1,692,tabula_muris_2018_smatseq2
G12.MAA100140.3_57_F.1.1,287,tabula_muris_2018_smatseq2
H12.MAA100140.3_57_F.1.1,6770,tabula_muris_2018_smatseq2
A1.MAA100140.3_57_F.1.1,6934,tabula_muris_2018_smatseq2
B1.MAA100140.3_57_F.1.1,1158,tabula_muris_2018_smatseq2
F4.MAA100041.3_9_M.1.1,832,tabula_muris_2018_smatseq2
G4.MAA100041.3_9_M.1.1,123,tabula_muris_2018_smatseq2
H4.MAA100041.3_9_M.1.1,314,tabula_muris_2018_smatseq2
A4.MAA100041.3_9_M.1.1,4787,tabula_muris_2018_smatseq2
B4.MAA100041.3_9_M.1.1,127,tabula_muris_2018_smatseq2
C4.MAA100041.3_9_M.1.1,140,tabula_muris_2018_smatseq2
D4.MAA100041.3_9_M.1.1,160,tabula_muris_2018_smatseq2
E4.MAA100041.3_9_M.1.1,253,tabula_muris_2018_smatseq2
B5.MAA100041.3_9_M.1.1,111,tabula_muris_2018_smatseq2
C5.MAA100041.3_9_M.1.1,234,tabula_muris_2018_smatseq2
D5.MAA100041.3_9_M.1.1,214,tabula_muris_2018_smatseq2
A5.MAA100041.3_9_M.1.1,325,tabula_muris_2018_smatseq2
E5.MAA100041.3_9_M.1.1,299,tabula_muris_2018_smatseq2
F5.MAA100041.3_9_M.1.1,172,tabula_muris_2018_smatseq2
G5.MAA100041.3_9_M.1.1,139,tabula_muris_2018_smatseq2
H5.MAA100041.3_9_M.1.1,1123,tabula_muris_2018_smatseq2
E7.MAA100041.3_9_M.1.1,101,tabula_muris_2018_smatseq2
F7.MAA100041.3_9_M.1.1,195,tabula_muris_2018_smatseq2
G7.MAA100041.3_9_M.1.1,233,tabula_muris_2018_smatseq2
A7.MAA100041.3_9_M.1.1,398,tabula_muris_2018_smatseq2
B7.MAA100041.3_9_M.1.1,8728,tabula_muris_2018_smatseq2
C7.MAA100041.3_9_M.1.1,306,tabula_muris_2018_smatseq2
D7.MAA100041.3_9_M.1.1,219,tabula_muris_2018_smatseq2
D8.MAA100041.3_9_M.1.1,336,tabula_muris_2018_smatseq2
E8.MAA100041.3_9_M.1.1,348,tabula_muris_2018_smatseq2
F8.MAA100041.3_9_M.1.1,151,tabula_muris_2018_smatseq2
G8.MAA100041.3_9_M.1.1,118,tabula_muris_2018_smatseq2
H8.MAA100041.3_9_M.1.1,1094,tabula_muris_2018_smatseq2
E10.MAA100041.3_9_M.1.1,331,tabula_muris_2018_smatseq2
F10.MAA100041.3_9_M.1.1,153,tabula_muris_2018_smatseq2
G10.MAA100041.3_9_M.1.1,190,tabula_muris_2018_smatseq2
A10.MAA100041.3_9_M.1.1,4790,tabula_muris_2018_smatseq2
B10.MAA100041.3_9_M.1.1,276,tabula_muris_2018_smatseq2
C10.MAA100041.3_9_M.1.1,237,tabula_muris_2018_smatseq2
D10.MAA100041.3_9_M.1.1,5810,tabula_muris_2018_smatseq2
D11.MAA100041.3_9_M.1.1,1157,tabula_muris_2018_smatseq2
E11.MAA100041.3_9_M.1.1,226,tabula_muris_2018_smatseq2
F11.MAA100041.3_9_M.1.1,195,tabula_muris_2018_smatseq2
G11.MAA100041.3_9_M.1.1,204,tabula_muris_2018_smatseq2
H11.MAA100041.3_9_M.1.1,7339,tabula_muris_2018_smatseq2
A6.MAA100041.3_9_M.1.1,166,tabula_muris_2018_smatseq2
B6.MAA100041.3_9_M.1.1,237,tabula_muris_2018_smatseq2
C6.MAA100041.3_9_M.1.1,186,tabula_muris_2018_smatseq2
D6.MAA100041.3_9_M.1.1,239,tabula_muris_2018_smatseq2
E6.MAA100041.3_9_M.1.1,206,tabula_muris_2018_smatseq2
F6.MAA100041.3_9_M.1.1,212,tabula_muris_2018_smatseq2
G6.MAA100041.3_9_M.1.1,130,tabula_muris_2018_smatseq2
H6.MAA100041.3_9_M.1.1,171,tabula_muris_2018_smatseq2
H7.MAA100041.3_9_M.1.1,514,tabula_muris_2018_smatseq2
A8.MAA100041.3_9_M.1.1,407,tabula_muris_2018_smatseq2
B8.MAA100041.3_9_M.1.1,691,tabula_muris_2018_smatseq2
C8.MAA100041.3_9_M.1.1,2455,tabula_muris_2018_smatseq2
A9.MAA100041.3_9_M.1.1,211,tabula_muris_2018_smatseq2
B9.MAA100041.3_9_M.1.1,134,tabula_muris_2018_smatseq2
C9.MAA100041.3_9_M.1.1,8103,tabula_muris_2018_smatseq2
D9.MAA100041.3_9_M.1.1,767,tabula_muris_2018_smatseq2
E9.MAA100041.3_9_M.1.1,8184,tabula_muris_2018_smatseq2
F9.MAA100041.3_9_M.1.1,412,tabula_muris_2018_smatseq2
G9.MAA100041.3_9_M.1.1,183,tabula_muris_2018_smatseq2
H9.MAA100041.3_9_M.1.1,8712,tabula_muris_2018_smatseq2
H10.MAA100041.3_9_M.1.1,7805,tabula_muris_2018_smatseq2
A11.MAA100041.3_9_M.1.1,7773,tabula_muris_2018_smatseq2
B11.MAA100041.3_9_M.1.1,132,tabula_muris_2018_smatseq2
C11.MAA100041.3_9_M.1.1,297,tabula_muris_2018_smatseq2
A12.MAA100041.3_9_M.1.1,239,tabula_muris_2018_smatseq2
B12.MAA100041.3_9_M.1.1,4641,tabula_muris_2018_smatseq2
C12.MAA100041.3_9_M.1.1,7311,tabula_muris_2018_smatseq2
D12.MAA100041.3_9_M.1.1,224,tabula_muris_2018_smatseq2
E12.MAA100041.3_9_M.1.1,270,tabula_muris_2018_smatseq2
F12.MAA100041.3_9_M.1.1,199,tabula_muris_2018_smatseq2
G12.MAA100041.3_9_M.1.1,133,tabula_muris_2018_smatseq2
H12.MAA100041.3_9_M.1.1,8289,tabula_muris_2018_smatseq2
E1.MAA100041.3_9_M.1.1,186,tabula_muris_2018_smatseq2
F1.MAA100041.3_9_M.1.1,360,tabula_muris_2018_smatseq2
G1.MAA100041.3_9_M.1.1,217,tabula_muris_2018_smatseq2
A1.MAA100041.3_9_M.1.1,206,tabula_muris_2018_smatseq2
B1.MAA100041.3_9_M.1.1,192,tabula_muris_2018_smatseq2
C1.MAA100041.3_9_M.1.1,147,tabula_muris_2018_smatseq2
D1.MAA100041.3_9_M.1.1,287,tabula_muris_2018_smatseq2
D2.MAA100041.3_9_M.1.1,5121,tabula_muris_2018_smatseq2
E2.MAA100041.3_9_M.1.1,182,tabula_muris_2018_smatseq2
F2.MAA100041.3_9_M.1.1,163,tabula_muris_2018_smatseq2
G2.MAA100041.3_9_M.1.1,102,tabula_muris_2018_smatseq2
H2.MAA100041.3_9_M.1.1,972,tabula_muris_2018_smatseq2
H1.MAA100041.3_9_M.1.1,4823,tabula_muris_2018_smatseq2
A2.MAA100041.3_9_M.1.1,221,tabula_muris_2018_smatseq2
B2.MAA100041.3_9_M.1.1,342,tabula_muris_2018_smatseq2
C2.MAA100041.3_9_M.1.1,225,tabula_muris_2018_smatseq2
A3.MAA100041.3_9_M.1.1,268,tabula_muris_2018_smatseq2
B3.MAA100041.3_9_M.1.1,7976,tabula_muris_2018_smatseq2
C3.MAA100041.3_9_M.1.1,4355,tabula_muris_2018_smatseq2
D3.MAA100041.3_9_M.1.1,5247,tabula_muris_2018_smatseq2
E3.MAA100041.3_9_M.1.1,297,tabula_muris_2018_smatseq2
F3.MAA100041.3_9_M.1.1,285,tabula_muris_2018_smatseq2
G3.MAA100041.3_9_M.1.1,171,tabula_muris_2018_smatseq2
H3.MAA100041.3_9_M.1.1,4314,tabula_muris_2018_smatseq2
E4.MAA100042.3_9_M.1.1,4116,tabula_muris_2018_smatseq2
G5.MAA100042.3_9_M.1.1,328,tabula_muris_2018_smatseq2
E6.MAA100042.3_9_M.1.1,1013,tabula_muris_2018_smatseq2
E5.MAA100042.3_9_M.1.1,557,tabula_muris_2018_smatseq2
G6.MAA100042.3_9_M.1.1,315,tabula_muris_2018_smatseq2
G7.MAA100042.3_9_M.1.1,7833,tabula_muris_2018_smatseq2
E7.MAA100042.3_9_M.1.1,264,tabula_muris_2018_smatseq2
G8.MAA100042.3_9_M.1.1,5109,tabula_muris_2018_smatseq2
E8.MAA100042.3_9_M.1.1,234,tabula_muris_2018_smatseq2
G9.MAA100042.3_9_M.1.1,4914,tabula_muris_2018_smatseq2
E9.MAA100042.3_9_M.1.1,418,tabula_muris_2018_smatseq2
G10.MAA100042.3_9_M.1.1,150,tabula_muris_2018_smatseq2
E10.MAA100042.3_9_M.1.1,216,tabula_muris_2018_smatseq2
G11.MAA100042.3_9_M.1.1,233,tabula_muris_2018_smatseq2
E11.MAA100042.3_9_M.1.1,245,tabula_muris_2018_smatseq2
H1.MAA100042.3_9_M.1.1,2494,tabula_muris_2018_smatseq2
E12.MAA100042.3_9_M.1.1,85,tabula_muris_2018_smatseq2
H2.MAA100042.3_9_M.1.1,4269,tabula_muris_2018_smatseq2
F2.MAA100042.3_9_M.1.1,366,tabula_muris_2018_smatseq2
H4.MAA100042.3_9_M.1.1,446,tabula_muris_2018_smatseq2
F1.MAA100042.3_9_M.1.1,133,tabula_muris_2018_smatseq2
H3.MAA100042.3_9_M.1.1,215,tabula_muris_2018_smatseq2
F3.MAA100042.3_9_M.1.1,6760,tabula_muris_2018_smatseq2
H5.MAA100042.3_9_M.1.1,3467,tabula_muris_2018_smatseq2
F4.MAA100042.3_9_M.1.1,3708,tabula_muris_2018_smatseq2
H6.MAA100042.3_9_M.1.1,6384,tabula_muris_2018_smatseq2
D6.MAA100042.3_9_M.1.1,388,tabula_muris_2018_smatseq2
F6.MAA100042.3_9_M.1.1,3724,tabula_muris_2018_smatseq2
H8.MAA100042.3_9_M.1.1,278,tabula_muris_2018_smatseq2
F5.MAA100042.3_9_M.1.1,3254,tabula_muris_2018_smatseq2
H7.MAA100042.3_9_M.1.1,189,tabula_muris_2018_smatseq2
D7.MAA100042.3_9_M.1.1,786,tabula_muris_2018_smatseq2
F7.MAA100042.3_9_M.1.1,155,tabula_muris_2018_smatseq2
H9.MAA100042.3_9_M.1.1,4743,tabula_muris_2018_smatseq2
D12.MAA100042.3_9_M.1.1,803,tabula_muris_2018_smatseq2
D11.MAA100042.3_9_M.1.1,289,tabula_muris_2018_smatseq2
F11.MAA100042.3_9_M.1.1,5229,tabula_muris_2018_smatseq2
E1.MAA100042.3_9_M.1.1,4209,tabula_muris_2018_smatseq2
G2.MAA100042.3_9_M.1.1,206,tabula_muris_2018_smatseq2
G1.MAA100042.3_9_M.1.1,5039,tabula_muris_2018_smatseq2
E2.MAA100042.3_9_M.1.1,2804,tabula_muris_2018_smatseq2
G3.MAA100042.3_9_M.1.1,7466,tabula_muris_2018_smatseq2
E3.MAA100042.3_9_M.1.1,7861,tabula_muris_2018_smatseq2
G4.MAA100042.3_9_M.1.1,7178,tabula_muris_2018_smatseq2
B2.MAA100042.3_9_M.1.1,485,tabula_muris_2018_smatseq2
D2.MAA100042.3_9_M.1.1,155,tabula_muris_2018_smatseq2
B3.MAA100042.3_9_M.1.1,271,tabula_muris_2018_smatseq2
B4.MAA100042.3_9_M.1.1,2125,tabula_muris_2018_smatseq2
D3.MAA100042.3_9_M.1.1,197,tabula_muris_2018_smatseq2
D4.MAA100042.3_9_M.1.1,622,tabula_muris_2018_smatseq2
B5.MAA100042.3_9_M.1.1,214,tabula_muris_2018_smatseq2
D5.MAA100042.3_9_M.1.1,135,tabula_muris_2018_smatseq2
B6.MAA100042.3_9_M.1.1,154,tabula_muris_2018_smatseq2
B7.MAA100042.3_9_M.1.1,840,tabula_muris_2018_smatseq2
B8.MAA100042.3_9_M.1.1,169,tabula_muris_2018_smatseq2
B9.MAA100042.3_9_M.1.1,143,tabula_muris_2018_smatseq2
B10.MAA100042.3_9_M.1.1,1149,tabula_muris_2018_smatseq2
B11.MAA100042.3_9_M.1.1,7122,tabula_muris_2018_smatseq2
B12.MAA100042.3_9_M.1.1,4052,tabula_muris_2018_smatseq2
C1.MAA100042.3_9_M.1.1,150,tabula_muris_2018_smatseq2
A11.MAA100042.3_9_M.1.1,217,tabula_muris_2018_smatseq2
C11.MAA100042.3_9_M.1.1,4293,tabula_muris_2018_smatseq2
A12.MAA100042.3_9_M.1.1,7422,tabula_muris_2018_smatseq2
C12.MAA100042.3_9_M.1.1,6545,tabula_muris_2018_smatseq2
B1.MAA100042.3_9_M.1.1,210,tabula_muris_2018_smatseq2
D1.MAA100042.3_9_M.1.1,3441,tabula_muris_2018_smatseq2
D8.MAA100042.3_9_M.1.1,5815,tabula_muris_2018_smatseq2
F8.MAA100042.3_9_M.1.1,3675,tabula_muris_2018_smatseq2
H10.MAA100042.3_9_M.1.1,128,tabula_muris_2018_smatseq2
D9.MAA100042.3_9_M.1.1,326,tabula_muris_2018_smatseq2
F9.MAA100042.3_9_M.1.1,4730,tabula_muris_2018_smatseq2
H11.MAA100042.3_9_M.1.1,260,tabula_muris_2018_smatseq2
D10.MAA100042.3_9_M.1.1,326,tabula_muris_2018_smatseq2
F10.MAA100042.3_9_M.1.1,7369,tabula_muris_2018_smatseq2
H12.MAA100042.3_9_M.1.1,7758,tabula_muris_2018_smatseq2
C2.MAA100042.3_9_M.1.1,215,tabula_muris_2018_smatseq2
A3.MAA100042.3_9_M.1.1,965,tabula_muris_2018_smatseq2
C5.MAA100042.3_9_M.1.1,486,tabula_muris_2018_smatseq2
A7.MAA100042.3_9_M.1.1,4695,tabula_muris_2018_smatseq2
C8.MAA100042.3_9_M.1.1,404,tabula_muris_2018_smatseq2
A1.MAA100042.3_9_M.1.1,159,tabula_muris_2018_smatseq2
C3.MAA100042.3_9_M.1.1,165,tabula_muris_2018_smatseq2
A2.MAA100042.3_9_M.1.1,150,tabula_muris_2018_smatseq2
C4.MAA100042.3_9_M.1.1,2980,tabula_muris_2018_smatseq2
A5.MAA100042.3_9_M.1.1,125,tabula_muris_2018_smatseq2
C6.MAA100042.3_9_M.1.1,4335,tabula_muris_2018_smatseq2
A6.MAA100042.3_9_M.1.1,3054,tabula_muris_2018_smatseq2
C7.MAA100042.3_9_M.1.1,4301,tabula_muris_2018_smatseq2
A9.MAA100042.3_9_M.1.1,2174,tabula_muris_2018_smatseq2
C9.MAA100042.3_9_M.1.1,6476,tabula_muris_2018_smatseq2
A10.MAA100042.3_9_M.1.1,634,tabula_muris_2018_smatseq2
"C10.MAA100042.3_9_M.1.1
",220,tabula_muris_2018_smatseq2
